timestamp_unix,token,pos,dim,hidden_dim,n_heads,n_kv_heads,rms_att_ms,qkv_ms,rope_kvcache_ms,flash_attn_ms,out_proj_res_ms,rms_ffn_ms,ffn_w1w3_ms,swiglu_w2_ms,total_layer_ms,est_32_layer_ms,est_tok_s
1778369546,4257,10,4096,11008,32,32,0.009216,0.172032,0.025600,0.023552,0.248832,0.009216,0.279552,0.156672,0.924672,29.589504,33.795769
1778369732,4312,10,4096,11008,32,32,0.009216,0.169984,0.025600,0.023552,0.248832,0.008192,0.281600,0.154624,0.921600,29.491199,33.908421
1778369961,3803,50,4096,11008,32,32,0.010240,0.172032,0.029696,0.045056,0.251904,0.009216,0.284672,0.158720,0.961536,30.769154,32.500080
1778370194,1144,50,4096,11008,32,32,0.010240,0.172032,0.035840,0.047104,0.249856,0.009216,0.283648,0.155648,0.963584,30.834688,32.431007
1778370383,14610,50,4096,11008,32,32,0.008192,0.171008,0.026624,0.047104,0.249856,0.008192,0.279552,0.153600,0.944128,30.212097,33.099323
1778370582,8496,50,4096,11008,32,32,0.009216,0.173056,0.028672,0.047104,0.249856,0.008192,0.282624,0.156672,0.955392,30.572544,32.709087
1778370784,11803,50,4096,11008,32,32,0.009216,0.168960,0.025600,0.047104,0.247808,0.009216,0.280576,0.153600,0.942080,30.146561,33.171280
1778371009,2224,100,4096,11008,32,32,0.010240,0.174080,0.028672,0.075776,0.248832,0.009216,0.282624,0.157696,0.987136,31.588352,31.657238
1778371204,1021,100,4096,11008,32,32,0.009216,0.171008,0.025600,0.076800,0.249856,0.008192,0.281600,0.155648,0.977920,31.293440,31.955580
1778371458,30010,100,4096,11008,32,32,0.008192,0.171008,0.027648,0.087040,0.253952,0.012288,0.284672,0.160768,1.005568,32.178177,31.076963
